File path,Title,Alternative Title 1,Alternative Title 2,Alternative Title 3,Related Resource 1,Related Resource 2,Related Resource 3,Related Resource 4,Related Resource 5,Publication/Origination Info 1,Place 1 Name,Place 1 Source,Local Identifier 1,Language 1,Type,Form/Genre 6 Source,Form/Genre 6 Heading,Form/Genre 5 Source,Form/Genre 5 Heading,Form/Genre 4 Source,Form/Genre 4 Heading,Form/Genre 3 Source,Form/Genre 3 Heading,Form/Genre 2 Source,Form/Genre 2 Heading,Form/Genre 1 Source,Form/Genre 1 Heading,Extent,Description 1 Note,Description 1 Type,Description 2 Note,Description 2 Type,Date 1,Date 1 Type,Date 1 Single,Date 1 Inclusive Start,Date 1 Inclusive End,Copyright Status,Copyright Statement,Contributor 1 Name,Contributor 1 Name Type,Contributor 1 Role,Contributor 2 Name,Contributor 2 Name Type,Contributor 2 Role,Access Restrictions
/asset-library/UCLA/eastasian/kabuki/ucla_bib1987273_no083,姫競二葉絵草紙 [Himekurabe futaba ezōshi],,,,姫競二葉絵草紙 [Himekurabe futaba ezōshi],車海道 [Kuruma kaidō],,,,大坂 : 玉置（本屋玉置清七）[Osaka : Tamaki (Hon'ya Tamaki Seishichi)],大西芝居 [Ōnishi Shibai] (Theater),,PN2924.5 K3 K33 no.83,Japanese,text,aat,stencil printing,aat,playbills,aat,woodcuts,local,合羽摺 [kappazuri],local,役割番付 [yakuwari banzuke],local,絵尽 [ezukushi],4 leaves (4-chō) on double leaves (pouch binding/fukurotoji : illustrations ; 202 x 142 mm,文政９年１月の大西芝居における「姫競二葉絵草紙」と「車海道」の絵尽及び役割番付；主な役者：３代目尾上芙雀、５代目榊山四郎太郎、２代目尾上多見蔵、中山みよし、初代市川滝十郎；表表紙に座元浅尾無事之助の家紋あり。,scopecontent,"Playbill for ""Himekurabe futaba ezōshi"" and ""Kuruma kaidō"" performed at the Ōnishi Theater ion Osaka from the first month of Bunsei 9 (February, 1826); main actors: Fujaku Onoe III, Shirotarō Sakakiyama V, Tamizō Onoe II, Miyoshi Nakayama and Takijūrō Ichikawa I; on front cover: producer Bujinosuke Asao's crest.",scopecontent,"文政9年1月 [February, 1826]",created,1826-02,,,publicdomain,Material in the public domain. No restrictions on use.,"浅尾無事之助 [Asao, Bujinosuke], Producer",persname,Producer/Zamoto,,,,public
/asset-library/UCLA/eastasian/kabuki/ucla_bib1987273_no085,姫競二葉絵草紙 [Himekurabe futaba ezōshi],計花吉野山 [Habakari hana no Yoshinoyama],,,姫競二葉絵草紙 [Himekurabe futaba ezōshi],計花の吉野山 [Habakari hana no Yoshinoyama],,,,大坂 : 本清（本屋玉置清七）[Osaka : Honsei (Hon'ya Tamaki Seishichi)],筑後芝居 [Chikugo no Shibai] (Theater),,PN2924.5 K3 K33 no.85,Japanese,text,aat,stencil printing,aat,playbills,aat,woodcuts,local,合羽摺 [kappazuri],local,役割番付 [yakuwari banzuke],local,絵尽 [ezukushi],4 leaves (4-chō) on double leaves (pouch binding/fukurotoji : illustrations ; 200 x 138 mm,天保６年１月の筑後芝居における「姫競二葉絵草紙」と「計花の吉野山」の絵尽及び役割番付；主な役者：２代目尾上多見蔵、３代目嵐徳三郎、２代目中山南枝、３代目嵐吉三郎、３代目市川蝦十郎；表表紙に座元嵐橘之助の家紋あり。,scopecontent,"Playbill for ""Himekurabe futaba ezōshi"" and ""Habakari hana no Yoshinoyama"" performed at the Chikugo Theater in Osaka from the first month of Tenpō 6 (January, 1835); main actors: Tamizō Onoe II, Tokusaburō Arashi III, Nanshi Nakayama II, Kichisaburō Arashi III and Ebijūrō Ichikawa III; on front cover: producer Kitsunosuke Arashi's crest.",scopecontent,"天保6年1月 [January, 1835]",created,1835-01,,,publicdomain,Material in the public domain. No restrictions on use.,"嵐橘之助 [Arashi, Kitsunosuke], Producer",persname,Producer/Zamoto,,,,public
/asset-library/UCLA/eastasian/kabuki/ucla_bib1987273_no084,姫競二葉絵草紙 [Himekurabe futaba ezōshi] ; 中村玉助三回忌追善狂言隅田川続俤 [Nakamura Tamasuke sankaiki tuizen kyōgen Sumidagawa gonichi no omokage],,,,姫競二葉絵草紙 [Himekurabe futaba ezōshi],隅田川続俤 [Sumidagawa gonichi no omokage],,,,大坂 : 本清（本屋玉置清七）[Osaka : Honsei (Hon'ya Tamaki Seishichi)],中の芝居 [Naka no Shibai] (Theater),,PN2924.5 K3 K33 no.84,Japanese,text,aat,stencil printing,aat,playbills,aat,woodcuts,local,合羽摺 [kappazuri],local,役割番付 [yakuwari banzuke],local,絵尽 [ezukushi],4 leaves (4-chō) on double leaves (pouch binding/fukurotoji : illustrations ; 202 x 139 mm,天保１１年８月の中の芝居における「姫競二葉絵草紙」と「隅田川続俤」の絵尽；表表紙に座元中村富助の家紋あり。,scopecontent,"Playbill for ""Himekurabe futaba ezōshi"" and ""Sumidagawa gonichi no omokage"" performed at the Naka Theater in Osaka from the eighth month of Tenpō 11 (August, 1840); on front cover: producer Tomisuke Nakamura's crest.",scopecontent,"天保11年8月 [August, 1840]",created,1840-08,,,publicdomain,Material in the public domain. No restrictions on use.,"中村富助 [Nakamura, Tomisuke], Producer",persname,Producer/Zamoto,,,,public
/asset-library/UCLA/eastasian/kabuki/ucla_bib1987273_no041,$ 容競出入湊 [Sugatakurabe deiri no minato],,,,容競出入湊 [Sugatakurabe deiri no minato],,,,,大坂 : [Osaka],中之芝居 [Naka no Shibai] (Theater),,PN2924.5 K3 K33 no.41,Japanese,text,aat,stencil printing,aat,playbills,aat,woodcuts,local,合羽摺 [kappazuri],local,役割番付 [yakuwari banzuke],local,絵尽 [ezukushi],1 leaf (1-chō) on double leaves (pouch binding/fukurotoji : illustrations ; 202 x 140 mm,絵尽２冊綴じ合わせ。１ー３丁：天保５年１月の中の芝居における「けいせい染分總」の絵尽；表表紙に座元嵐三津橘の家紋あり。４丁：天保５年２月の中の芝居における「容競出入湊」の絵尽の一部。,scopecontent,"2 playbills bound together. Leaves 1-3: Playbill for ""Keisei somewake tazuna"" performed at the Naka Theater in Osaka from the first month of Tenpō 5 (February, 1834); on front cover: producer Mitsunokitsu Arashi's crest. Leaf 4: Fragmentary playbill for ""Sugatakurabe deiri no minato"" performed at the Naka Theater in Osaka from the second month of Tenpō 5 (March, 1834).",scopecontent,"天保5年2月 [March, 1834]",created,1834-03,,,publicdomain,Material in the public domain. No restrictions on use.,"嵐三津橘 [Arashi, Mitsunokitsu], Producer",persname,Producer/Zamoto,,,,public
/asset-library/UCLA/eastasian/kabuki/ucla_bib1987273_no043,けいせい対彩梅 [Keisei tsui no kagamon] ; 大切色湊初薪米入船 [ōgiri Iro no minato hatsuni no irifune],,,,けいせい対彩梅 [Keisei tsui no kagamon],色湊初薪米入船 [Iro no minato hatsuni no irifune],,,,大坂 : 本清（本屋玉置清七）[Osaka : Honsei (Hon'ya Tamaki Seishichi)],中の芝居 [Naka no Shibai] (Theater),,PN2924.5 K3 K33 no.43,Japanese,text,aat,stencil printing,aat,playbills,aat,woodcuts,local,合羽摺 [kappazuri],local,役割番付 [yakuwari banzuke],local,絵尽 [ezukushi],4 leaves (4-chō) on double leaves (pouch binding/fukurotoji : illustrations ; 199 x 133 mm,明治２年１月の中の芝居における「けいせい対彩梅」、「色湊初薪米入船」の絵尽；表表紙に座元実川延吉の家紋あり。,scopecontent,"Playbill for ""Keisei tsui no kagamon"" and ""Iro no minato hatsuni no irifune"" performed at the Naka Theater in Osaka from the first month of Meiji 2 (February, 1869); on front cover: producer Enkichi Jitsukawa's crest.",scopecontent,"明治2年1月 [February, 1869]",created,1869-02,,,publicdomain,Material in the public domain. No restrictions on use.,"実川延吉 [Jitsukawa, Enkichi], Producer",persname,Producer/Zamoto,,,,public
/asset-library/UCLA/eastasian/kabuki/ucla_bib1987273_no032,寿式三番叟 [Kotobuki shikisanbasō] ; 金鳥玉兎倭入船 [ Kin'ugyokuto wakoku no irifune] ; 物ぐさ太郎 [Monogusa Tarō] ; 伽羅先代萩 [Meiboku sendaihagi] ; 花橘新古置土産 [Hanatachibana shinko no okimiyage],,,,寿式三番叟 [Kotobuki shikisanbasō],金鳥玉兎倭入船 [Kin'ugyokuto wakoku no irifune],物ぐさ太郎 [Monogusa Tarō],伽羅先代萩 [Meiboku sendaihagi],花橘新古置土産 [Hanatachibana shinko no okimiyage],大坂 : 大勝 [Osaka : Daishō],角の芝居 [Kado no Shibai] (Theater),,PN2924.5 K3 K33 no.32,Japanese,text,aat,stencil printing,aat,playbills,aat,woodcuts,local,合羽摺 [kappazuri],local,役割番付 [yakuwari banzuke],local,絵尽 [ezukushi],4 leaves (4-chō) on double leaves (pouch binding/fukurotoji : illustrations ; 187 x 135mm,嘉永５年１０月の角の芝居における「寿式三番叟」、「金鳥玉兎倭入船」、「物ぐさ太郎」、「伽羅先代萩」、「花橘新古置土産」の絵尽；表表紙に座元市川亀太郎の家紋あり。,scopecontent,"Playbill for ""Kotobuki shikisanbasō,"" ""Kin'ugyokuto wakoku no irifune,"" ""Monogusa Tarō,"" ""Meiboku sendaihagi"" and ""Hanatachibana shinko no okimiyage"" performed at the Kado Theater in Osaka from the tenth month of Kaei 5 (November, 1852); on front cover: producer Kametarō Ichikawa's crest.",scopecontent,"嘉永5年10月 [November, 1852]",created,1852-11,,,publicdomain,Material in the public domain. No restrictions on use.,"市川亀太郎 [Ichikawa, Kametarō], Producer",persname,Producer/Zamoto,,,,public
/asset-library/UCLA/eastasian/kabuki/ucla_bib1987273_no080.1284818465308067,$ 小栗判官車街道 [Oguri hangan kuruma kaidō],,,,|小栗 [|Oguri],,,,,[unknown],[unknown] (Theater),,PN2924.5 K3 K33 no.80,Japanese,text,aat,stencil printing,aat,playbills,aat,woodcuts,local,合羽摺 [kappazuri],local,役割番付 [yakuwari banzuke],local,絵尽 [ezukushi],2 leaves (2-chō) on double leaves (pouch binding/fukurotoji : illustrations ; 200 x 147 mm,絵尽２冊綴じ合わせ。１ー４丁：文政元年８月の角の芝居における「八陣守護城」、「女鉢木」、「隅田春妓女容性」の絵尽；表表紙に座元中村歌之助の家紋あり。５ー６丁：天保年間における「小栗判官車街道」の絵尽の一部か。,scopecontent,"Playbills bound together with ""Hachijin shugo no honjō,"" ""Onna hachinoki"" and ""Suda no haru geiko katagi"" Leaves 5-6: Fragmentary playbill for ""Oguri hangan kuruma kaidō"" performed possibly in the Tenpō era (1831-1845).",scopecontent,[1831/1845],created,,1831,1845,publicdomain,Material in the public domain. No restrictions on use.,"[unknown], Producer",,,,,,public
/asset-library/UCLA/eastasian/kabuki/ucla_bib1987273_no018,小野道風青柳硯 [Ono no Tōfū aoyagi suzuri],,,,小野道風青柳硯 [Ono no Tōfū aoyagi suzuri],,,,,大坂 : 玉置（本屋玉置清七） [Osaka : Tamaki (Hon'ya Tamaki Seishichi) ],若太夫芝居 [Wakatayū Shibai] (Theater),,PN2924.5 K3 K33 no.18,Japanese,text,aat,stencil printing,aat,playbills,aat,woodcuts,local,合羽摺 [kappazuri],local,役割番付 [yakuwari banzuke],local,絵尽 [ezukushi],3 leaves (3-chō) on double leaves (pouch binding/fukurotoji : illustrations ; 206 x 140 mm,文政１０年の若太夫芝居における「小野道風青柳硯」の絵尽；長秀画；表表紙に座元沢村助三郎の家紋あり。,scopecontent,"Playbill for ""Ono no Tōfū aoyagi suzuri"" performed at the Wakatayū Theater in Osaka in Bunsei 10 (1827); print artist: Nagahide; on front cover: producer Sukesaburō Sawamura's crest.",scopecontent,文政10年 [1827],created,1827,,,publicdomain,Material in the public domain. No restrictions on use.,"沢村助三郎 [Sawamura, Sukesaburō], Producer",persname,Producer/Zamoto,,,,public
/asset-library/UCLA/eastasian/kabuki/ucla_bib1987273_no069,$ 崇禅寺馬場 [Sōzenji bama],,,,崇禅寺馬場 [Sōzenji bama],,,,,大坂 : 本清（本屋玉置清七) [Osaka : Honsei (Hon'ya Tamaki Seishichi)],[unknown] (Theater),,PN2924.5 K3 K33 no.69,Japanese,text,aat,stencil printing,aat,playbills,aat,woodcuts,local,合羽摺 [kappazuri],local,役割番付 [yakuwari banzuke],local,絵尽 [ezukushi],3 leaves (3-chō) on double leaves (pouch binding/fukurotoji : illustrations ; 206 x 144 mm,絵尽３冊綴じ合わせ。１ー３丁：寛政年間の「崇禅寺馬場」の絵尽か；表表紙に座元荒木萬吉の家紋あり。４ー６丁および７ー９丁：寛政年間の「けいせい廓合戦」の絵尽及び役割番付２冊；主な役者：あね川菊八、泉川楯蔵。：,scopecontent,"3 playbills bound together. Leaves 1-3: Playbill for ""Sōzenji bama"" performed possibly in the Kansei era (1789-1801); on front cover: producer Mankichi Araki's crest. Leaves 4-6 and 7-9: Two playbills for ""Keisei kuruwa kassen"" performed in the Kansei era (1789-1801); main actors: Kikuhachi Anegawa and Tatezō Izumikawa. ",scopecontent,寛政年間 [1789/1801],created,,1789,1801,publicdomain,Material in the public domain. No restrictions on use.,"荒木萬吉 [Araki, Mankichi], Producer",persname,Producer/Zamoto,,,,public
/asset-library/UCLA/eastasian/kabuki/ucla_bib1987273_no070,崇禅寺馬場 [Sōzenji bama],,,,崇禅寺馬場 [Sōzenji bama],播州巡 [Banshū meguri],,,,大坂 : 判金（判木屋金兵衛）[Osaka : Hankin (Hangiya Kinbē) ],竹田芝居 [Takeda Shibai] (Theater),,PN2924.5 K3 K33 no.70,Japanese,text,aat,stencil printing,aat,playbills,aat,woodcuts,local,合羽摺 [kappazuri],local,役割番付 [yakuwari banzuke],local,絵尽 [ezukushi],4 leaves (4-chō) on double leaves (pouch binding/fukurotoji : illustrations ; 209 x 149 mm,文化年間の竹田芝居における「崇禅寺馬場」、「播州巡」の絵尽及び役割番付か；主な役者：初代嵐徳三郎、山下富三郎、松嶋清蔵、荻野錦子、５代目榊山四郎太郎；表表紙に座元市川団吉の家紋あり。,scopecontent,"Paybill for ""Sōzenji bama"" and ""Banshū meguri"" performed at the Takeda Theater in Osaka possibly in the Bunka era (1804-1818); main actors: Tokusaburō Arashi I, Tomisaburō Yamashita, Seizō Matsushima, Kinshi Ogino and Shirotarō Sakakiyama V; on front cover: producer Dankichi Ichikawa's crest.",scopecontent,文化年間 [1804/1818],created,,1804,1818,publicdomain,Material in the public domain. No restrictions on use.,"市川団吉 [Ichikawa, Dankichi], Producer",persname,Producer/Zamoto,,,,public
/asset-library/UCLA/eastasian/kabuki/ucla_bib1987273_no066,嶋巡月弓張 [Shimameguri tsuki no yumihari],嶋廻月弓勢 [Shimameguri tsuki no yumihari],,,嶋巡月弓張 [Shimameguri tsuki no yumihari],,,,,大坂 : 本清（本屋玉置清七）[Osaka : Honsei (Hon'ya Tamaki Seishichi)],中の芝居 [Chū no Shibai] (Theater),,PN2924.5 K3 K33 no.66,Japanese,text,aat,stencil printing,aat,playbills,aat,woodcuts,local,合羽摺 [kappazuri],local,役割番付 [yakuwari banzuke],local,絵尽 [ezukushi],3 leaves (3-chō) on double leaves (pouch binding/fukurotoji : illustrations ; 200 x 140 mm,天保４年９月の中の芝居における「嶋巡月弓張」の絵尽；表表紙に座元嵐三津橘の家紋あり。,scopecontent,"Playbill for ""Shimameguri tsuki no yumihari"" performed at the Naka Theater in Osaka from the ninth month of Tenpō 4 (October, 1833); on front cover: producer Mitsunokitsu Arashi's crest.",scopecontent,"天保4年9月 [October, 1833]",created,1833-10,,,publicdomain,Material in the public domain. No restrictions on use.,"嵐三津橘 [Arashi, Mitsunokitsu], Producer",persname,Producer/Zamoto,,,,public
/asset-library/UCLA/eastasian/kabuki/ucla_bib1987273_no087.1437538128011495,$ 平井権八吉原衟 [Hirai Gonpachi Yoshiwara-gayoi],,,,平井権八吉原衟 [Hirai Gonpachi Yoshiwara-gayoi],,,,,大坂 : 丹青堂 [Osaka : Tanseidō],角の芝居 [Kado no Shibai] (Theater),,PN2924.5 K3 K33 no.87,Japanese,text,aat,stencil printing,aat,playbills,aat,woodcuts,local,合羽摺 [kappazuri],local,役割番付 [yakuwari banzuke],local,絵尽 [ezukushi],3 leaves (3-chō) on double leaves (pouch binding/fukurotoji : illustrations ; 204 x 147 mm,絵尽４冊綴じ合わせ。１ー３丁：寛政５年３月の角の芝居における「平井権八吉原衟」の絵尽；表表紙に座元浅尾奥次郎の家紋あり。４丁：文政年間の 「夏祭浪花鑑」の絵尽の一部か。５丁：寛政年間の「恋相場箕請入札」の絵尽の一部か。６丁：寛政年間における「吃又平」、「義経千本桜」、「夏祭浪花鑑」の絵尽の一部及び役割番付；主な役者：市川甚之助、３代目山下京右衛門、嵐国市、中村仲蔵、中村市松。,scopecontent,"4 playbills bound together. Leaves 1-3: Playbill for ""Hirai Gonpachi Yoshiwara-gayoi"" performed at the Kado Theater from the third month of kansei 5 (April, 1793); on front cover: producer Okujirō Asao's crest. Leaf 4: Fragmentary playbill for ""Natsumatsuri Naniwa kagami"" performed in the Bunsei era (1818-1831). Leaf 5: Fragmentary playbill for ""Koi sōba miuke no irefuda"" performed in the Kansei era (1789-1801). Leaf 6: Fragmentary playbill for ""Domo no Matahei, Yoshitsune senbonzakura"" and ""Natsumatsuri Naniwa kagami' performed in the Kansei era (1789/1801); main actors on leaf 6: Jinnosuke Ichikawa, Kyōemon Yamashita III, Kuniichi Arashi, Nakazō Nakamura and Ichimatsu Nakamura.",scopecontent,"寛政5年3月 [April, 1793]",created,1793-04,,,publicdomain,Material in the public domain. No restrictions on use.,"浅尾奥次郎 [Asao, Okujirō], Producer",persname,Producer/Zamoto,,,,public
/asset-library/UCLA/eastasian/kabuki/ucla_bib1987273_no069.1368582284673735,$ けいせい廓合戦 [Keisei kuruwa kassen],,,,けいせい廓合戦 [Keisei kuruwa kassen],,,,,立花屋丑松 [Tachibanaya Ushimatsu],[unknown] (Theater),,PN2924.5 K3 K33 no.69,Japanese,text,aat,stencil printing,aat,playbills,aat,woodcuts,local,合羽摺 [kappazuri],local,役割番付 [yakuwari banzuke],local,絵尽 [ezukushi],3 leaves (3-chō) on double leaves (pouch binding/fukurotoji : illustrations ; 200 x 144 mm,絵尽３冊綴じ合わせ。１ー３丁：寛政年間の「崇禅寺馬場」の絵尽か；表表紙に座元荒木萬吉の家紋あり。４ー６丁および７ー９丁：寛政年間の「けいせい廓合戦」の絵尽及び役割番付２冊；主な役者：あね川菊八、泉川楯蔵。：,scopecontent,"3 playbills bound together. Leaves 1-3: Playbill for ""Sōzenji bama"" performed possibly in the Kansei era (1789-1801); on front cover: producer Mankichi Araki's crest. Leaves 4-6 and 7-9: Two playbills for ""Keisei kuruwa kassen"" performed in the Kansei era (1789-1801); main actors: Kikuhachi Anegawa and Tatezō Izumikawa. ",scopecontent,寛政年間 [1789/1801],created,,1789,1801,publicdomain,Material in the public domain. No restrictions on use.,"[unknown], Producer",,,,,,public
/asset-library/UCLA/eastasian/kabuki/ucla_bib1987273_no069.1368575066181634,$ けいせい廓合戦 [Keisei kuruwa kassen],,,,けいせい廓合戦 [Keisei kuruwa kassen],,,,,立花屋丑松 [Tachibanaya Ushimatsu],[unknown] (Theater),,PN2924.5 K3 K33 no.69,Japanese,text,aat,stencil printing,aat,playbills,aat,woodcuts,local,合羽摺 [kappazuri],local,役割番付 [yakuwari banzuke],local,絵尽 [ezukushi],3 leaves (3-chō) on double leaves (pouch binding/fukurotoji : illustrations ; 200 x 144 mm,絵尽３冊綴じ合わせ。１ー３丁：寛政年間の「崇禅寺馬場」の絵尽か；表表紙に座元荒木萬吉の家紋あり。４ー６丁および７ー９丁：寛政年間の「けいせい廓合戦」の絵尽及び役割番付２冊；主な役者：あね川菊八、泉川楯蔵。：,scopecontent,"3 playbills bound together. Leaves 1-3: Playbill for ""Sōzenji bama"" performed possibly in the Kansei era (1789-1801); on front cover: producer Mankichi Araki's crest. Leaves 4-6 and 7-9: Two playbills for ""Keisei kuruwa kassen"" performed in the Kansei era (1789-1801); main actors: Kikuhachi Anegawa and Tatezō Izumikawa. ",scopecontent,寛政年間 [1789/1801],created,,1789,1801,publicdomain,Material in the public domain. No restrictions on use.,"[unknown], Producer",,,,,,public
/asset-library/UCLA/eastasian/kabuki/ucla_bib1987273_no028,$ けいせい廓船諷 [Keisei sato no funauta] ; 隅田春妓女客性 [Sumida no haru geiko katagi],,,,隅田春妓女客性 [Sumida no haru geiko katagi],けいせい廓船諷 [Keisei sato no funauta],,,,大坂 : 判金（判木屋金兵衛） [Osaka : Hankin (Hangiya Kinbē)],角の芝居 [Kado no Shibai] (Theater),,PN2924.5 K3 K33 no.28,Japanese,text,aat,stencil printing,aat,playbills,aat,woodcuts,local,合羽摺 [kappazuri],local,役割番付 [yakuwari banzuke],local,絵尽 [ezukushi],3 leaves (3-chō) on double leaves (pouch binding/fukurotoji : illustrations ; 202 x 145 mm,絵尽２冊綴じ合わせ。１ー３丁：文政８年の若太夫芝居における「戯場製伊達累着」の絵尽；表表紙に座元嵐熊太郎の家紋あり。４－６丁：文政８年８月の角の芝居における「けいせい廓船諷」、「隅田春妓女客性」の絵尽。,scopecontent,"2 playbills bound together. Leaves 1-3: Playbill for ""Kabukijitate date no kasanegi"" performed at the Wakatayū Theater in Osaka in Bunsei 8 (1825); on front cover: producer Kumatarō Arashi's crest. Leaves 4-6: Playbill for ""Keisei sato no funauta"" and ""Sumida no haru geiko katagi"" performed at the Kado Theater in Osaka from the eighth month of Bunsei 8 (September, 1825).",scopecontent,"文政8年8月 [September, 1825]",created,1825-09,,,publicdomain,Material in the public domain. No restrictions on use.,"中村歌路之助 [Nakamura, Kajinosuke], Producer",persname,Producer/Zamoto,,,,public
/asset-library/UCLA/eastasian/kabuki/ucla_bib1987273_no051,けいせい忍逢淵 [Keisei fukamagafuchi],平井権八吉原通 [Hirai Gonpachi Yoshiwara-gayoi],,,けいせい忍逢淵 [Keisei fukamagafuchi],平井権八吉原街 [Hirai Gonpachi Yoshiwara-gayoi],,,,大坂 : 本清（本屋玉置清七）[Osaka : Honsei (Hon'ya Tamaki Seishichi)],大西芝居 [Ōnishi Shibai] (Theater),,PN2924.5 K3 K33 no.51,Japanese,text,aat,stencil printing,aat,playbills,aat,woodcuts,local,合羽摺 [kappazuri],local,役割番付 [yakuwari banzuke],local,絵尽 [ezukushi],4 leaves (4-chō) on double leaves (pouch binding/fukurotoji : illustrations ; 201 x 142 mm,天保１０年１月の大西芝居における「けいせい忍逢淵」、「平井権八吉原街」の絵尽及び役割番付；主な役者：３代目嵐徳三郎、初代片岡市蔵、初代市川森之助、２代目市川男女蔵、初代市川市十郎；表表紙に座元嵐佶太郎の家紋および「藤川屋」の印記あり。,scopecontent,"Playbill for ""Keisei fukamagafuchi"" and ""Hirai Gonpachi Yoshiwara-gayoi"" performed at the Ōnishi Theater in Osaka from the first month of Tenpō 10 (February, 1839); main actors: Tokusaburō Arashi III, Ichizō Kataoka I, Morinosuke Ichikawa I, Omezō Ichikawa II and Ichijūrō Ichikawa I; on front cover: producer Kichitarō Arashi's crest and a stamp of “Fujikawa-ya.""",scopecontent,"天保10年1月 [February, 1839]",created,1839-02,,,publicdomain,Material in the public domain. No restrictions on use.,"嵐佶太郎 [Arashi, Kichitarō], Producer",persname,Producer/Zamoto,,,,public
/asset-library/UCLA/eastasian/kabuki/ucla_bib1987273_no072.1440430564127556,$ 忠孝誉二街 [Chūkō homare no futamichi],,,,忠孝誉二街 [Chūkō homare no futamichi],,,,,大坂 : 本清（本屋玉置清七) [Osaka : Honsei (Hon'ya Tamaki Seishichi)],筑後芝居 [Chikugo no Shibai] (Theater),,PN2924.5 K3 K33 no.72,Japanese,text,aat,stencil printing,aat,playbills,aat,woodcuts,local,合羽摺 [kappazuri],local,役割番付 [yakuwari banzuke],local,絵尽 [ezukushi],4 leaves (4-chō) on double leaves (pouch binding/fukurotoji : illustrations ; 199 x 139 mm,絵尽２冊綴じ合わせ。１ー４丁：天保１４年２月の筑後芝居における「忠孝誉二街」の絵尽及び役割番付；主な役者：２代目片岡我童、３代目中村芝翫、４代目三枡他人、中山みよし、市川助寿郎；表表紙に座元市川助太郎の家紋あり。５ー７丁：安政２年１１月の若太夫芝居における「木下蔭狭間合戦」、「小栗判官車街道」、「重井筒」の絵尽及び役割番付；主な役者：初代実川延三郎、初代実川勇次郎、初代中村歌六、初代中村玉七、初代片岡市蔵。,scopecontent,"2 playbills bound together. Leaves 1-4: Playbill for ""Chūkō homare no futamichi"" performed at the Chikugo Theater in Osaka from the second month of Tenpō 14 (March, 1843); main actors: Gadō Kataoka II, Shikan Nakamura III, Tanin Mimasu IV, Miyoshi Nakayama and Sukejurō Ichikawa; on front cover: producer Suketarō Ichikawa's crest. Leaves 5-7: Playbill for ""Konoshitakage hazama kassen,"" ""Ogurihangan kuruma kaidō"" and ""Kasane izutsu"" performed at the Wakatayū Theater in Osaka from the eleventh month of Ansei 2 (December, 1855); main actors: Enzaburō Jitsukawa I, Yūjirō Jitsukawa I, Karoku Nakamura I, Tamashichi Nakamura I and Ichizō Kataoka I.",scopecontent,"天保14年2月 [March, 1843]",created,1843-03,,,publicdomain,Material in the public domain. No restrictions on use.,"市川助太郎 [Ichikawa, Suketarō], Producer",persname,Producer/Zamoto,,,,public
/asset-library/UCLA/eastasian/kabuki/ucla_bib1987273_no071.1443677668085660,$ 忠孝誉二街 [Chūkō homare no futamichi] ; 切狂言福有原系図 [kirikyōgen Saiwai Ariwara keizu],,,,忠孝誉二街 [Chūkō homare no futamichi],福有原系図 [Saiwai Ariwara keizu],,,,大坂 : 本清（本屋玉置清七）[Osaka : Honsei (Hon'ya Tamaki Seishichi)],筑後芝居 [Chikugo no Shibai] (Theater),,PN2924.5 K3 K33 no.71,Japanese,text,aat,stencil printing,aat,playbills,aat,woodcuts,local,合羽摺 [kappazuri],local,役割番付 [yakuwari banzuke],local,絵尽 [ezukushi],3 leaves (3-chō) on double leaves (pouch binding/fukurotoji : illustrations ; 199 x 137 mm,絵尽２冊綴じ合わせ。１ー３丁：明治４年９月の筑後芝居における「忠孝誉二街」と「福有原系図」の絵尽；表表紙に座元尾上多丸の家紋あり。４ー５丁：明治１０年３月の戎座における「音大岡公裁実録」、「増補雪月花」、「六歌仙東京錦絵」絵尽。,scopecontent,"2 playbills bound together. Leaves 1-3: Playbill for ""Chūkō homare no futamichi"" and ""Saiwai Ariwara keizu"" performed at the Chikugo Theater in Osaka from the ninth month of Meiji 4 (October, 1871); on front cover: producer Tamaru Onoe's crest. Leaves 4-5: Fragmentary playbill for ""Otonikiku Ōoka kōsabaki jitsuroku,"" ""Zōho Setsugekka"" and ""Rokkasen Azuma nishikie"" performed at the Ebisu Theater in Osaka from the third month of Meiji 10 (March, 1877).",scopecontent,"明治4年9月 [October, 1871]",created,1871-10,,,publicdomain,Material in the public domain. No restrictions on use.,"尾上多丸 [Onoe, Tamaru], Producer",persname,Producer/Zamoto,,,,public
